,Titulo,Ingredientes,Elaboracion
947,dulce de cocuite,"['para 4 personas', '2 tazas de flores de cocuite, sin pedunculo, ni pistilo', '1.5 litros de agua', '2 tazas de azucar (o 1 piloncillo, rallado)', '1 raja de canela']",": en una olla ponga a hervir el agua con el azucar (o piloncillo) hasta  que se disuelva, mantenga en ebullicion hasta que obtenga una  miel ligeramente espesa, anada las flores y retire del fuego, mezcle  para incorporar y deje enfriar. sirva el dulce en un cuenco o guarde en frascos de vidrio. este dulce o conserva es tradicional en varias regiones, desde  sotavento hasta el sur de veracruz, donde es llamada flor cocuite o  gallito. para su confeccion se usa piloncillo o azucar, y depende la  region o cocinera, le anaden canela.  evidentemente en la antiguedad se usaba piloncillo, por ser un  endulzante popular y de bajo costo, pues el azucar era sumamente  cara. con el tiempo, el precio del azucar disminuyo y se fue incor- porando a recetas como esta. 190"
948,molito de masa con flores de chupipi,"['para 4 personas', '2 tazas de flores de chupipi, sin pedunculo', '2 chiles anchos, asados', '4 jitomates guajes, asados', '1 diente de ajo', '1 litro de agua', '100 gramos de masa de maiz', 'sal al gusto']",": en una olla ponga las flores, cubralas con agua, agregue sal y deje  hervir hasta que esten blandas, escurra. muela el chile, jitomate y ajo hasta formar una salsa, reserve. en una cazuela de barro hierva el litro de agua, anada la sal- sa, flores y la masa desleida en un poco de agua, cocine por diez  minutos moviendo constantemente, sazone con sal. cuando este  ligeramente espeso, retire del fuego. sirva con tortillas recien hechas. 192"
949,agua de jamaica,"['para 4 personas', ' ', '50 gramos de flores de jamaica secas', '2.5 litros de agua', '1 taza de azucar morena']",": en una olla coloque el agua y flores, hierva por 10 minutos a fuego  suave, retire del fuego y deje enfriar. anada el azucar y mueva hasta que se disuelva por completo.  anada hielos al gusto. el agua de coloracion rojiza que se obtiene de la flor de jamai- ca se popularizo por todo el pais, por ello se convirtio en favorita  de fondas y cenadurias en todas las regiones de veracruz. en parte  por su precio accesible y gran versatilidad, pues a decir de las  cocineras ""rinde mucho, pinta y pinta varias tandas de agua"". asi- mismo, tiene una intima relacion con la forma de concebir colores  en la cocina, pues determina en gran parte la aceptacion, rechazo  y continuidad de la alimentacion. existe una version aromatizada con flor de suchil (plumeria  rubra). 194"
950,atole de jamaica,"['para 4 personas ', ' ', '20 gramos de flores de jamaica secas', '1 litro de agua ', '50 gramos de masa de maiz blanco ', ' 1/2  piloncillo, rallado ']",": en una olla de barro ponga a hervir el agua con el piloncillo hasta  que se disuelva, anada la masa desleida en un poco de agua y  mueva constantemente con ayuda de una pala de madera hasta que  espese, agregue las flores, deje hervir por 5 minutos a fuego manso  y retire del fuego. sirva caliente.  esta bebida forma parte del repertorio de atoles sotaventinos:  coco, coyol, pina, cacahuate y jamaica. 195"
951,ponche de frutas con jamaica,"['para 12 personas ', '20 gramos de flores de jamaica secas', '4 litros de agua', '1 cana de azucar de 2 metros, pelada y cortada en tiras', '20 ciruelas pasas, sin hueso', ' 1/4  taza de pasitas', '2 manzanas, sin corazon, en cubos', '20 tejocotes', '4 guayabas, sin semillas, en cubos', '4 naranjas, cortadas en rodajas con todo y la cascara', '2 tazas de azucar morena', '1 trocito de canela en vara de 5 cm de largo', 'aguardiente de cana o ron (opcional)']",":   en una olla de barro hierva el agua, anada la cana, ciruelas, pasi- tas, manzanas, tejocotes, guayabas, canela y azucar, deje hervir a  fuego manso por una hora. pasado el tiempo, agregue la naranja y  jamaica, retire del fuego y reserve caliente. sirva bien caliente en tazas. si lo prefiere, anada 1 o 2 onzas de  aguardiente de cana o ron. 196"
952,dulce de coyol con sangre de cristo,"['para 4 personas', '7 flores de sangre de cristo, sin pedunculo', '1.5 litros de gua', '1 piloncillo rallado', '20 coyoles, hervidos y pelados o 20 ciruelas amarillas', '1 raja de canela']",": en un cuenco coloque una taza de agua y flores, con las manos  machaque las flores para que suelten un color azul o violaceo. en una olla ponga a hervir el agua con el piloncillo hasta que  se disuelva, anada los coyoles, mantenga en ebullicion hasta que  obtenga una miel ligeramente espesa, agregue las flores con su  agua y retire del fuego. sirva en un cuenco los coyoles o guarde en frascos de vidrio. 198"
953,pascal con flores de huaje,"['para 4 personas', '4 tazas de flores de huaje, sin pedunculo', '250 gramos de ajonjoli, tostado', '5 chiles pico de pajaro, asados', '2 chayotes tiernos, pelados, hervidos, cortados en trozos', 'sal al gusto']",": en una olla ponga las flores, cubralas con agua, agregue sal y deje  hervir hasta que esten blandas, escurra. muela el ajonjoli y chiles hasta obtener una salsa, reserve. en una cazuela ponga las flores cocidas, cubralas con agua,  agregue la salsa, sal y chayotes, cocine a fuego medio hasta que  espese ligeramente. rectifique sazon. sirva las flores y chayotes con suficiente pascal. acompane con  tortillas recien hechas. 200"
954,frijoles con sus flores,"['para 4 personas', '2 tazas de flores de xaxan, sin pedunculo, ni pistilo', '1 chile seco, asado', '1 taza de frijoles gordos tiernos, remojados en agua', ' 1/4  de cebolla blanca', '1 diente de ajo', '1 cucharada de manteca de cerdo', '1 rama de epazote fresco', 'sal al gusto']",": muela el chile con un poco de agua hasta obtener una salsa, re- serve. en una olla ponga todos los ingredientes y la salsa anterior, cu- bralos con suficiente agua, agregue sal al gusto y deje hervir hasta  que los frijoles esten suaves. sirva los frijoles con las flores y acompane con tortillas recien  hechas. este guiso se elabora cuando brotan las primeras flores, puede  ocurrir entre agosto y septiembre. las flores mas tardias se hierven  con los frijoles nuevos o tiernos que estan listos en octubre. son varios los pueblos que gustan de cocinar las flores del fri- jol. se usan sin diferencia, ya sean blancas, lilas, moradas, rojizas  o rosaceas. todas de buen ver y muy digestivas. 202"
955,tamales de xaxan,"['para 4 personas', '4 tazas de flores de xaxan, sin pedunculo, ni pistilo', ' 1/4  de cebolla blanca, finamente picada', '1 diente de ajo, finamente picado', '1 o 2 chilpayas, troceadas', '1 taza de miltomates, troceados', '1 kilogramo de masa de maiz', '1 taza de agua', '250 gramos de manteca de cerdo', 'sal al gusto', 'hojas de papatla, soasadas']",": en una cacerola caliente el aceite, acitrone la cebolla y ajo, anada  los miltomates, chilpayas y una pizca de sal, cocine a fuego manso  para que el jitomate suelte su jugo, agregue las flores, cocine por  diez minutos hasta que la mezcla pierda humedad y se sazone,  rectifique la sal y retire del fuego. en un cuenco coloque la manteca, bata bien con las manos o  con la ayuda de una pala de madera, hasta que la manteca cambie  su color y se note esponjada. agregue la masa, agua y sal, mezcle  hasta que se forme una masa tersa y sin grumos, reserve. en una superficie plana coloque una hoja de papatla y vierta  una cucharada grande de masa y dos cucharadas de las flores gui- sadas, doble dos extremos de las hojas al centro y repita el proceso  con los lados faltantes para formar un envuelto. coloque los tamales acostados en vaporera y cueza por una  hora hasta que esten cocidos y se despegue facilmente la hoja,  retire del fuego. 203"
956,tamales de ayocote con sus flores,"['para 4 personas', '2 tazas de flores de xaxan, sin  1 kilogramo de masa de maiz', 'pedunculo, ni pistilo 1 taza de agua o caldo de ', '200 gramos de pipiana, tostada frijoles', '2 chiles secos, asados, remoja- 250 gramos de manteca de ', 'dos en agua caliente cerdo', '2 jitomates guajillos, asados sal al gusto', '2 cucharadas de aceite vegetal hojas de platano, soasadas', '1 taza de ayocotes cocidos']",": muela la pipiana, chile y jitomate con un poco de agua hasta obte- ner una salsa, reserve. en una cacerola caliente el aceite, vierta la  salsa y cocine a fuego manso por veinte minutos, agregue las flores  y ayocotes, cocine por diez minutos hasta que la mezcla se sazone  y las flores esten suaves, rectifique la sal y retire del fuego. en un cuenco coloque la manteca, bata muy bien con las ma- nos o con la ayuda de una pala de madera, hasta que la manteca  cambie su color y se note esponjada. agregue la masa, agua y sal,  mezcle hasta que se forme una masa tersa y sin grumos, reserve.  en una superficie plana coloque una hoja de platano y vierta una  cucharada grande de masa y dos cucharadas de las flores guisadas,  doble dos extremos de las hojas al centro y repita el proceso con  los lados faltantes para formar un envuelto. coloque los tamales acostados en vaporera y cueza por una  hora hasta que esten cocidos y se despegue facilmente la hoja,  retire del fuego. sirva los tamales bien calientes. 205"
957,pipian con flores de xaxan,"['para 4 personas', '4 tazas de flores de xaxan, sin pedunculo, ni pistilo', '250 gramos de pipiana, tostada', '1 diente de ajo, hervido', '2 chiles secos, asados, remojados en agua caliente', '4 tazas de agua', 'hojas de naranjo']",": en una olla ponga las flores, cubralas con agua, agregue sal y deje  hervir hasta que esten blandas, escurra. en un metate muela poco a poco la pipiana hasta que brote un  aceite, si fuera necesario anada un poco de agua para ayudar a  sacar este aceite. apriete con las manos para extraerlo y reserve en  un cuenco aparte. inmediatamente muela el ajo y chile e incorpore  al pipian, pase una vez mas por el brazo o metlapil para formar una  salsa tersa y reserve. en una cazuela de barro coloque el pipian con cuatro tazas de  agua y las flores, hierva a fuego manso para que se sazone y espese  ligeramente, rectifique de sal y retire del fuego. sirva las flores con suficiente pipian y vierta, con ayuda de las  hojas de naranjo, unas gotas del aceite de pipiana. acompane con  tortillas de maiz recien hechas. 206"
958,pipian de xochikilitl,"['para 4 personas', '4 tazas de flores de xochikilitl, sin pedunculo, ni pistilo', '200 gramos de semillas de chilacayota, tostadas*', '2 cucharadas de semillas de chiles, tostadas', '1 cucharada de manteca de cerdo', 'sal al gusto']",": en una olla ponga las flores, cubralas con agua, agregue sal y deje  hervir hasta que esten blandas, escurra. muela ambas semillas con un poco de agua hasta obtener una  salsa, reserve. en una cazuela de barro caliente la manteca de cerdo y vierta  el pipian molido, mantenga la coccion a fuego manso hasta que  espese ligeramente, anada las flores, mezcle bien, rectifique de sal  y retire del fuego. sirva las flores con suficiente pipian. acompane con tortillas  recien hechas. los pipianes resultan una fineza de la cocina indigena que pre- valecio a traves de los anos. en esta version, que incluye semillas  de chiles y xochikilitl, se refiere la diversidad de la cocina vera- cruzana. pipian, pepitas o semillas de calabaza.* 207"
959,guisado de costilla con flores mahtlaketl,"['para 4 personas', '2 tazas de flores de mahtlaketl, sin pedunculo, ni pistilo', '3 chiles anchos, asados', '2 jitomates bola, asados', '1 litro de agua', '500 gramos de costilla de cerdo', ' 1/4  de cebolla blanca', '1 diente de ajo', '1 rama de epazote fresco', 'sal al gusto']",": en una olla ponga las flores, cubralas con agua, agregue sal y deje  hervir hasta que esten blandas, escurra. muela los chiles y jitomates con un poco de agua hasta obtener  una salsa, reserve. en una olla ponga el agua, costilla, cebolla, ajo y sal, deje her- vir por cincuenta minutos, anada la salsa y flores, cocine por otros  veinte minutos hasta que espese ligeramente y rectifique de sal,  agregue el epazote y retire del fuego. la palabra mahtlaketl hace referencia a los frijoles gordos (p.  coccineus) en la region de zongolica, donde la flor se come a ma- nera de quelites (hervidos, fritos, al vapor o con huevo) o en guisos  como el que aqui se narra, ya sea con carne o en su ausencia. se  acompana con cafe como varios platillos tradicionales de la cocina  nahua de zongolica. 208"
960,guiso de xochikilitl,"['para 4 personas', '2 tazas de xochikilitl, sin pedunculo, ni pistilo', '2 tazas de frijoles gordos cocidos', '2 cucharadas de manteca de cerdo', ' 1/2  cebolla blanca, finamente picada', ' 1/2  chile de cera, en tiras o finamente picado', 'sal al gusto']",": en una olla ponga las flores, cubralas con agua, agregue sal y deje  hervir hasta que esten blandas, escurra. muela los frijoles con un poco de agua, reserve. caliente la manteca en una cazuela de barro y acitrone la cebo- lla y chile, anada las flores y cocine por cinco minutos moviendo  constantemente, agregue los frijoles, mantenga la coccion a fuego  manso hasta que los frijoles se espesen y sazonen, rectifique de  sal, retire del fuego. sirva suficientes flores guisadas con suficientes frijoles. acom- pane con tortillas recien hechas. 209"
961,tlatonil de papas con xochikilitl,"['para 4 personas', '2 tazas de xochikilitl, sin pedunculo, ni pistilo', '3 chiles serranos', '1 litro de agua', '500 gramos de papas criollas, en cuarterones', '1 rama de cilantro fresco', 'sal al gusto']",": en una olla ponga las flores, cubralas con agua, agregue sal y deje  hervir hasta que esten blandas, escurra. muela los chiles con un poco de agua hasta obtener una salsa,  reserve. en una olla ponga el agua y papas, deje hervir por veinte mi- nutos hasta que las papas espesen ligeramente el liquido, anada  la salsa y flores, rectifique de sal, agregue el cilantro y retire del  fuego. sirva las flores con suficiente tlatonil. acompane con tortillas  recien hechas. xochikilitl es una palabra para referirse a las flores de frijol  usadas en la cocina nahua de zongolica. se compone de xochitl,  flor y kilitl o quilitl, hierba tierna comestible; es decir, flor de que- lite. esta flor es descrita de color rojo purpura, sus frijoles son li- geramente mas grandes, de tonalidad oscura con motes morados,  y sus raices venenosas son usadas para confeccionar un dulce lla- mado simatl, tras una compleja preparacion. de las flores se hacen  tlatoniles y guisos, o simplemente se hierven o cocinan con huevo. 210"
